,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
5694,10715 Signal Hill Rd,78737,4,3,838200,25,6,2021,https://www.zillow.com/homedetails/10715-Signal-Hill-Rd-Austin-TX-78737/28602862_zpid/
5695,10716 Chestnut Ridge Rd,78726,5,3,848400,25,3,2022,https://www.zillow.com/homedetails/10716-Chestnut-Ridge-Rd-Austin-TX-78726/29374684_zpid/
5696,10716 Pinehurst Dr,78747,3,3,715700,1,7,2021,https://www.zillow.com/homedetails/10716-Pinehurst-Dr-Austin-TX-78747/29515844_zpid/
5697,10721 Harley Ave,78748,5,3,814200,28,7,2021,https://www.zillow.com/homedetails/10721-Harley-Ave-Austin-TX-78748/70332624_zpid/
5698,10732 Casitas Dr,78717,4,3,797000,30,11,2021,https://www.zillow.com/homedetails/10732-Casitas-Dr-Austin-TX-78717/70985520_zpid/
5699,10733 Maelin Dr,78739,4,3,1100600,29,11,2021,https://www.zillow.com/homedetails/10733-Maelin-Dr-Austin-TX-78739/64746725_zpid/
5700,10761 Yorktown Trl,78726,3,3,1150300,14,6,2021,https://www.zillow.com/homedetails/10761-Yorktown-Trl-Austin-TX-78726/29374720_zpid/
5701,107 Raindance Cv,78737,3,3,819200,19,11,2020,https://www.zillow.com/homedetails/107-Raindance-Cv-Austin-TX-78737/96605612_zpid/
5702,10804 Champ Ct,78750,3,3,562400,1,6,2021,https://www.zillow.com/homedetails/10804-Champ-Ct-Austin-TX-78750/116081567_zpid/
5703,10804 Rush Rd APT 1,78732,4,3,1062200,20,4,2021,https://www.zillow.com/homedetails/10804-Rush-Rd-APT-1-Austin-TX-78732/124836845_zpid/
5704,10812 River Plantation Dr,78747,3,3,495200,29,12,2021,https://www.zillow.com/homedetails/10812-River-Plantation-Dr-Austin-TX-78747/29516123_zpid/
5705,10817 Gerald Allen Loop,78748,3,3,532700,28,3,2022,https://www.zillow.com/homedetails/10817-Gerald-Allen-Loop-Austin-TX-78748/79981120_zpid/
5706,10819 Crown Colony Dr APT 5,78747,2,3,368000,12,8,2021,https://www.zillow.com/homedetails/10819-Crown-Colony-Dr-APT-5-Austin-TX-78747/29515850_zpid/
5707,1081 Verbena Dr,78750,2,3,375800,21,6,2021,https://www.zillow.com/homedetails/1081-Verbena-Dr-Austin-TX-78750/185208418_zpid/
5708,10836 Redmond Rd,78739,4,3,928300,23,3,2022,https://www.zillow.com/homedetails/10836-Redmond-Rd-Austin-TX-78739/29505185_zpid/
5709,10901 Scotland Well Dr,78750,4,3,1386600,14,2,2022,https://www.zillow.com/homedetails/10901-Scotland-Well-Dr-Austin-TX-78750/29372541_zpid/
5710,10904 Defender Trl,78754,4,3,,25,6,2021,https://www.zillow.com/homedetails/10904-Defender-Trl-Austin-TX-78754/2070965555_zpid/
5711,10905 Sierra Colorado,78759,4,3,1083600,8,4,2022,https://www.zillow.com/homedetails/10905-Sierra-Colorado-Austin-TX-78759/29366208_zpid/
5712,10909 Charger Way,78724,4,3,,25,6,2021,https://www.zillow.com/homedetails/10909-Charger-Way-Austin-TX-78724/2077224728_zpid/
5713,10913 Split Stone Way,78739,4,3,878600,22,9,2021,https://www.zillow.com/homedetails/10913-Split-Stone-Way-Austin-TX-78739/70342799_zpid/
5714,10920 Beachmont Ln,78739,3,3,961200,12,3,2021,https://www.zillow.com/homedetails/10920-Beachmont-Ln-Austin-TX-78739/29507745_zpid/
5715,109 Indigo Run Cv,78738,4,3,855500,29,12,2021,https://www.zillow.com/homedetails/109-Indigo-Run-Cv-Austin-TX-78738/89556203_zpid/
5716,109 Jayne Cv,78737,4,3,935900,18,4,2022,https://www.zillow.com/homedetails/109-Jayne-Cv-Austin-TX-78737/202161530_zpid/
5717,11000 Bitteroot Cir,78726,3,3,1315300,28,4,2021,https://www.zillow.com/homedetails/11000-Bitteroot-Cir-Austin-TX-78726/29376319_zpid/
5718,11005 Desert Willow Loop,78748,3,3,596400,11,3,2022,https://www.zillow.com/homedetails/11005-Desert-Willow-Loop-Austin-TX-78748/80100055_zpid/
5719,11008 Helms Deep Dr,78754,3,3,560000,17,5,2021,https://www.zillow.com/homedetails/11008-Helms-Deep-Dr-Austin-TX-78754/111372575_zpid/
5720,11008 Kirkoswald Rd,78754,4,3,463600,22,10,2021,https://www.zillow.com/homedetails/11008-Kirkoswald-Rd-Austin-TX-78754/145655271_zpid/
5721,11009 Savannah Ct,78739,4,3,983500,4,11,2021,https://www.zillow.com/homedetails/11009-Savannah-Ct-Austin-TX-78739/29507772_zpid/
5722,1101 1/2 Brass St #1,78702,3,3,,14,12,2020,https://www.zillow.com/homedetails/1101-1-2-Brass-St-1-Austin-TX-78702/2077559997_zpid/
5723,1101 1/2 Brass St #2,78702,2,3,,14,12,2020,https://www.zillow.com/homedetails/1101-1-2-Brass-St-2-Austin-TX-78702/2077559996_zpid/
5724,1101 1/2 Fiesta St #1,78702,4,3,,8,2,2021,https://www.zillow.com/homedetails/1101-1-2-Fiesta-St-1-Austin-TX-78702/2077559999_zpid/
5725,1101 1/2 Fiesta St #2,78702,2,3,,2,2,2021,https://www.zillow.com/homedetails/1101-1-2-Fiesta-St-2-Austin-TX-78702/2077559998_zpid/
5726,1101 E Parmer Ln #332,78753,2,3,418300,26,8,2021,https://www.zillow.com/homedetails/1101-E-Parmer-Ln-332-Austin-TX-78753/80093488_zpid/
5727,1101 Grove Blvd APT 203,78741,2,3,418900,19,7,2021,https://www.zillow.com/homedetails/1101-Grove-Blvd-APT-203-Austin-TX-78741/80094776_zpid/
5728,1101 Grove Blvd APT 606,78741,2,3,447500,22,10,2021,https://www.zillow.com/homedetails/1101-Grove-Blvd-APT-606-Austin-TX-78741/124840094_zpid/
5729,1101 Tillery St #2,78702,2,3,938200,7,12,2020,https://www.zillow.com/homedetails/1101-Tillery-St-2-Austin-TX-78702/2077305512_zpid/
5730,11020 Wardour Ln,78748,3,3,745900,20,8,2021,https://www.zillow.com/homedetails/11020-Wardour-Ln-Austin-TX-78748/70332782_zpid/
5731,11021 Watchful Fox Dr,78748,4,3,599300,10,8,2021,https://www.zillow.com/homedetails/11021-Watchful-Fox-Dr-Austin-TX-78748/29515250_zpid/
5732,11024 Players Path,78747,4,3,545900,28,7,2021,https://www.zillow.com/homedetails/11024-Players-Path-Austin-TX-78747/251028264_zpid/
5733,11025 Boundless Valley Dr,78754,4,3,510500,2,4,2021,https://www.zillow.com/homedetails/11025-Boundless-Valley-Dr-Austin-TX-78754/80091506_zpid/
5734,11028 Watchful Fox Dr,78748,3,3,565200,29,10,2021,https://www.zillow.com/homedetails/11028-Watchful-Fox-Dr-Austin-TX-78748/29515200_zpid/
5735,1102 Hermitage Dr,78753,4,3,888500,30,4,2021,https://www.zillow.com/homedetails/1102-Hermitage-Dr-Austin-TX-78753/29420841_zpid/
5736,1103 Upland Dr #1,78741,3,3,,18,3,2021,https://www.zillow.com/homedetails/1103-Upland-Dr-1-Austin-TX-78741/2074090668_zpid/
5737,1104 Diggy Dr,78748,4,3,,20,9,2021,https://www.zillow.com/homedetails/1104-Diggy-Dr-Austin-TX-78748/2083717017_zpid/
5738,1105 Eason St,78703,2,3,1702300,5,2,2021,https://www.zillow.com/homedetails/1105-Eason-St-Austin-TX-78703/29329147_zpid/
5739,1106 Tillery St #2,78702,2,3,,5,5,2021,https://www.zillow.com/homedetails/1106-Tillery-St-2-Austin-TX-78702/2074515592_zpid/
5740,1108 W Annie St,78704,3,3,1247000,6,1,2021,https://www.zillow.com/homedetails/1108-W-Annie-St-Austin-TX-78704/29472075_zpid/
5741,1108 Winifred Dr,78748,3,3,498700,14,6,2021,https://www.zillow.com/homedetails/1108-Winifred-Dr-Austin-TX-78748/2077706978_zpid/
5742,1109 Mahan Dr #B,78721,3,3,689900,2,9,2021,https://www.zillow.com/homedetails/1109-Mahan-Dr-B-Austin-TX-78721/145655106_zpid/
5743,1109 W Oltorf St,78704,3,3,1065300,7,5,2021,https://www.zillow.com/homedetails/1109-W-Oltorf-St-Austin-TX-78704/29473463_zpid/
5744,11104 Christensen Cv,78739,4,3,1199600,17,5,2021,https://www.zillow.com/homedetails/11104-Christensen-Cv-Austin-TX-78739/80099162_zpid/
5745,11104 Township Cv,78759,4,3,1110300,20,4,2022,https://www.zillow.com/homedetails/11104-Township-Cv-Austin-TX-78759/29367787_zpid/
5746,11107 Sierra Nevada,78759,4,3,950900,24,3,2022,https://www.zillow.com/homedetails/11107-Sierra-Nevada-Austin-TX-78759/29367487_zpid/
5747,1110 Kemp Hills Dr,78737,3,3,973000,29,5,2020,https://www.zillow.com/homedetails/1110-Kemp-Hills-Dr-Austin-TX-78737/28596646_zpid/
5748,11112 Roderick Lawson Ln,78754,3,3,453700,16,12,2021,https://www.zillow.com/homedetails/11112-Roderick-Lawson-Ln-Austin-TX-78754/111373266_zpid/
5749,11113 Chatam Berry Ln,78748,3,3,829500,9,3,2022,https://www.zillow.com/homedetails/11113-Chatam-Berry-Ln-Austin-TX-78748/60138938_zpid/
5750,11117 Bastogne Loop,78739,3,3,892500,29,10,2021,https://www.zillow.com/homedetails/11117-Bastogne-Loop-Austin-TX-78739/80107505_zpid/
5751,1111 Byers Ln,78753,5,3,779000,17,6,2021,https://www.zillow.com/homedetails/1111-Byers-Ln-Austin-TX-78753/29434402_zpid/
5752,1111 Gunter St #2,78702,3,3,,12,4,2021,https://www.zillow.com/homedetails/1111-Gunter-St-2-Austin-TX-78702/2077383641_zpid/
5753,1111 W 12th St APT 107,78703,2,3,1422200,9,4,2021,https://www.zillow.com/homedetails/1111-W-12th-St-APT-107-Austin-TX-78703/29327635_zpid/
5754,11121 Bright Leaf Ter #11121,78748,3,3,430900,11,6,2021,https://www.zillow.com/homedetails/11121-Bright-Leaf-Ter-11121-Austin-TX-78748/119622776_zpid/
5755,11124 Mickelson Dr,78747,4,3,519900,28,3,2022,https://www.zillow.com/homedetails/11124-Mickelson-Dr-Austin-TX-78747/124843437_zpid/
5756,11125 Avery Station Loop,78717,3,3,576800,19,8,2020,https://www.zillow.com/homedetails/11125-Avery-Station-Loop-Austin-TX-78717/2086833076_zpid/
5757,11125 Liberty Farms Dr,78754,4,3,504500,7,2,2022,https://www.zillow.com/homedetails/11125-Liberty-Farms-Dr-Austin-TX-78754/80087584_zpid/
5758,1112 Algarita Ave APT A,78704,3,3,1114600,1,3,2022,https://www.zillow.com/homedetails/1112-Algarita-Ave-APT-A-Austin-TX-78704/62607162_zpid/
5759,1112 Winifred Dr,78748,4,3,666900,29,4,2022,https://www.zillow.com/homedetails/1112-Winifred-Dr-Austin-TX-78748/331630218_zpid/
5760,11132 Blissfield Cv,78739,4,3,1114500,9,8,2021,https://www.zillow.com/homedetails/11132-Blissfield-Cv-Austin-TX-78739/64521227_zpid/
5761,11137 Bright Leaf Ter #11137,78748,2,3,428000,6,4,2022,https://www.zillow.com/homedetails/11137-Bright-Leaf-Ter-11137-Austin-TX-78748/119617527_zpid/
5762,1113 Euphoria Bnd,78702,3,3,,19,11,2020,https://www.zillow.com/homedetails/1113-Euphoria-Bnd-Austin-TX-78702/2087493134_zpid/
5763,1115 Kinney Ave APT 15,78704,2,3,817700,28,9,2021,https://www.zillow.com/homedetails/1115-Kinney-Ave-APT-15-Austin-TX-78704/70336836_zpid/
5764,1115 Kinney Ave APT 17,78704,2,3,835500,13,4,2021,https://www.zillow.com/homedetails/1115-Kinney-Ave-APT-17-Austin-TX-78704/70336838_zpid/
5765,1115 Kinney Ave APT 38,78704,3,3,892500,16,2,2022,https://www.zillow.com/homedetails/1115-Kinney-Ave-APT-38-Austin-TX-78704/70336859_zpid/
5766,1116 E 3rd St,78702,3,3,,4,11,2020,https://www.zillow.com/homedetails/1116-E-3rd-St-Austin-TX-78702/29384278_zpid/
5767,1116 Winifred Dr,78748,4,3,,12,3,2021,https://www.zillow.com/homedetails/1116-Winifred-Dr-Austin-TX-78748/2078322450_zpid/
5768,1117 W 7th St,78703,3,3,1865000,3,12,2021,https://www.zillow.com/homedetails/1117-W-7th-St-Austin-TX-78703/29327314_zpid/
5769,1118 Haverford Dr,78753,3,3,521000,3,9,2021,https://www.zillow.com/homedetails/1118-Haverford-Dr-Austin-TX-78753/29438784_zpid/
5770,111 Raindance Cv,78737,4,3,756500,15,12,2020,https://www.zillow.com/homedetails/111-Raindance-Cv-Austin-TX-78737/111966154_zpid/
5771,111 Stratton Ct,78737,3,3,701300,6,10,2020,https://www.zillow.com/homedetails/111-Stratton-Ct-Austin-TX-78737/67388553_zpid/
5772,11200 Bellows Falls Ave,78748,4,3,868800,15,3,2022,https://www.zillow.com/homedetails/11200-Bellows-Falls-Ave-Austin-TX-78748/70335249_zpid/
5773,11200 Midbury Ct,78748,4,3,601800,25,8,2021,https://www.zillow.com/homedetails/11200-Midbury-Ct-Austin-TX-78748/60138942_zpid/
5774,11200 Woodland Hills Trl,78732,4,3,1177700,12,4,2021,https://www.zillow.com/homedetails/11200-Woodland-Hills-Trl-Austin-TX-78732/70337376_zpid/
5775,11204 Conchos River Trl,78717,3,3,677000,28,9,2021,https://www.zillow.com/homedetails/11204-Conchos-River-Trl-Austin-TX-78717/88014527_zpid/
5776,11204 Pardoners Tale Ln,78748,3,3,594500,26,7,2021,https://www.zillow.com/homedetails/11204-Pardoners-Tale-Ln-Austin-TX-78748/29514282_zpid/
5777,11208 Oules Ln,78748,4,3,,18,2,2022,https://www.zillow.com/homedetails/11208-Oules-Ln-Austin-TX-78748/2067509966_zpid/
5778,11208 S Bay Ln,78739,4,3,1022900,2,7,2021,https://www.zillow.com/homedetails/11208-S-Bay-Ln-Austin-TX-78739/29508156_zpid/
5779,11208 SW Oaks,78737,4,3,,2,5,2022,https://www.zillow.com/homedetails/11208-SW-Oaks-Austin-TX-78737/2065549655_zpid/
5780,11209 Oak Branch Dr,78737,2,3,898600,25,1,2022,https://www.zillow.com/homedetails/11209-Oak-Branch-Dr-Austin-TX-78737/28601113_zpid/
5781,1121 1/2 Henninger St,78702,6,3,896900,20,9,2021,https://www.zillow.com/homedetails/1121-1-2-Henninger-St-Austin-TX-78702/29386497_zpid/
5782,11211 Appletree Ln,78726,4,3,906900,17,5,2021,https://www.zillow.com/homedetails/11211-Appletree-Ln-Austin-TX-78726/29376596_zpid/
5783,11213 Conchos River Trl,78717,3,3,737800,5,4,2021,https://www.zillow.com/homedetails/11213-Conchos-River-Trl-Austin-TX-78717/88019520_zpid/
5784,11217 Blairview Ln,78748,3,3,627800,25,8,2021,https://www.zillow.com/homedetails/11217-Blairview-Ln-Austin-TX-78748/60138953_zpid/
5785,11220 Bellows Falls Ave,78748,4,3,863500,26,2,2021,https://www.zillow.com/homedetails/11220-Bellows-Falls-Ave-Austin-TX-78748/70335259_zpid/
5786,11220 Crest Meadow Ln,78748,4,3,826000,15,3,2022,https://www.zillow.com/homedetails/11220-Crest-Meadow-Ln-Austin-TX-78748/60135632_zpid/
5787,11221 Wyola Bnd,78717,3,3,784100,29,6,2021,https://www.zillow.com/homedetails/11221-Wyola-Bnd-Austin-TX-78717/111968158_zpid/
5788,11224 Crazy Well Dr,78717,3,3,713100,28,2,2022,https://www.zillow.com/homedetails/11224-Crazy-Well-Dr-Austin-TX-78717/88021089_zpid/
5789,11228 Avery Station Loop #8,78717,3,3,,20,3,2021,https://www.zillow.com/homedetails/11228-Avery-Station-Loop-8-Austin-TX-78717/2076792214_zpid/
5790,11233 Avery Station Loop,78717,3,3,537000,10,11,2021,https://www.zillow.com/homedetails/11233-Avery-Station-Loop-Austin-TX-78717/120767285_zpid/
5791,1128 Chicon St #201,78702,3,3,810800,24,7,2020,https://www.zillow.com/homedetails/1128-Chicon-St-201-Austin-TX-78702/2079472277_zpid/
5792,1128 Chicon St UNIT 100,78702,3,3,794400,21,8,2020,https://www.zillow.com/homedetails/1128-Chicon-St-UNIT-100-Austin-TX-78702/2078522058_zpid/
5793,1128 Linden St,78702,4,3,1419400,11,12,2020,https://www.zillow.com/homedetails/1128-Linden-St-Austin-TX-78702/29386861_zpid/
5794,11300 Blairview Ln,78748,5,3,654600,30,8,2021,https://www.zillow.com/homedetails/11300-Blairview-Ln-Austin-TX-78748/60138975_zpid/
5795,11302 Faneuil Way,78754,3,3,,30,3,2021,https://www.zillow.com/homedetails/11302-Faneuil-Way-Austin-TX-78754/2077203159_zpid/
5796,11309 Thorny Brook Trl,78750,5,3,654100,10,5,2021,https://www.zillow.com/homedetails/11309-Thorny-Brook-Trl-Austin-TX-78750/29566716_zpid/
5797,1131 Omega Ave,78721,3,3,854700,19,11,2021,https://www.zillow.com/homedetails/1131-Omega-Ave-Austin-TX-78721/29387127_zpid/
5798,11321 Blairview Ln,78748,3,3,642400,22,4,2021,https://www.zillow.com/homedetails/11321-Blairview-Ln-Austin-TX-78748/60138962_zpid/
5799,1133 Emmitt Run,78721,4,3,766300,9,4,2021,https://www.zillow.com/homedetails/1133-Emmitt-Run-Austin-TX-78721/70348424_zpid/
5800,11361 Sprinkle Cutoff Rd,78754,3,3,434500,29,3,2022,https://www.zillow.com/homedetails/11361-Sprinkle-Cutoff-Rd-Austin-TX-78754/70354408_zpid/
5801,113 Medina Hills Ct,78737,3,3,776400,15,1,2021,https://www.zillow.com/homedetails/113-Medina-Hills-Ct-Austin-TX-78737/250405724_zpid/
5802,113 W 32nd St,78705,3,3,1649800,30,10,2020,https://www.zillow.com/homedetails/113-W-32nd-St-Austin-TX-78705/29397277_zpid/
5803,11400 Fletcher Hall Ln,78717,3,3,652000,23,9,2020,https://www.zillow.com/homedetails/11400-Fletcher-Hall-Ln-Austin-TX-78717/88026125_zpid/
5804,11400 Hornsby St,78753,4,3,869000,28,3,2022,https://www.zillow.com/homedetails/11400-Hornsby-St-Austin-TX-78753/58303076_zpid/
5805,11400 Silmarillion Trl,78739,4,3,813500,27,8,2021,https://www.zillow.com/homedetails/11400-Silmarillion-Trl-Austin-TX-78739/29511776_zpid/
5806,11404 Spicewood Pkwy,78750,4,3,1044100,1,2,2021,https://www.zillow.com/homedetails/11404-Spicewood-Pkwy-Austin-TX-78750/29376111_zpid/
5807,11404 Walnut Ridge Dr APT 16,78753,2,3,,7,9,2021,https://www.zillow.com/homedetails/11404-Walnut-Ridge-Dr-APT-16-Austin-TX-78753/2113272728_zpid/
5808,11405 Bunting Dr,78759,3,3,863800,26,10,2021,https://www.zillow.com/homedetails/11405-Bunting-Dr-Austin-TX-78759/29367428_zpid/
5809,11408 Dog Leg Dr,78717,3,3,702800,22,10,2021,https://www.zillow.com/homedetails/11408-Dog-Leg-Dr-Austin-TX-78717/70992282_zpid/
5810,11408 Oak Branch Dr,78737,3,3,920600,10,7,2020,https://www.zillow.com/homedetails/11408-Oak-Branch-Dr-Austin-TX-78737/28601137_zpid/
5811,11409 River Plantation Dr,78747,5,3,693300,13,8,2021,https://www.zillow.com/homedetails/11409-River-Plantation-Dr-Austin-TX-78747/241933402_zpid/
5812,11417 Barrington Way,78759,5,3,747400,22,3,2022,https://www.zillow.com/homedetails/11417-Barrington-Way-Austin-TX-78759/29371677_zpid/
5813,11424 Viridian Way,78739,4,3,1082800,10,9,2021,https://www.zillow.com/homedetails/11424-Viridian-Way-Austin-TX-78739/70343027_zpid/
5814,11426 Bristle Oak Trl,78750,3,3,635600,20,12,2021,https://www.zillow.com/homedetails/11426-Bristle-Oak-Trl-Austin-TX-78750/29567006_zpid/
5815,11439 Rustic Rock Dr,78750,4,3,962400,15,9,2021,https://www.zillow.com/homedetails/11439-Rustic-Rock-Dr-Austin-TX-78750/29372216_zpid/
5816,11447 Morning Glory Trl,78750,5,3,592700,22,9,2021,https://www.zillow.com/homedetails/11447-Morning-Glory-Trl-Austin-TX-78750/29567482_zpid/
5817,1145 1/2 Poquito St #B,78702,3,3,,6,7,2020,https://www.zillow.com/homedetails/1145-1-2-Poquito-St-B-Austin-TX-78702/2080923948_zpid/
5818,11460 Bristle Oak Trl,78750,4,3,631800,29,4,2022,https://www.zillow.com/homedetails/11460-Bristle-Oak-Trl-Austin-TX-78750/185210489_zpid/
5819,11504 Milano Dr,78747,3,3,501000,28,4,2022,https://www.zillow.com/homedetails/11504-Milano-Dr-Austin-TX-78747/331624329_zpid/
5820,11505 Lago De Garda Dr,78747,4,3,483100,26,1,2022,https://www.zillow.com/homedetails/11505-Lago-De-Garda-Dr-Austin-TX-78747/331626194_zpid/
5821,11511 Emerald Falls Dr,78738,4,3,869600,9,8,2021,https://www.zillow.com/homedetails/11511-Emerald-Falls-Dr-Austin-TX-78738/29339727_zpid/
5822,11513 Georgian Oaks Dr,78739,5,3,1186500,28,6,2021,https://www.zillow.com/homedetails/11513-Georgian-Oaks-Dr-Austin-TX-78739/64448316_zpid/
5823,11514 James B Connolly Ln,78748,3,3,507400,5,11,2021,https://www.zillow.com/homedetails/11514-James-B-Connolly-Ln-Austin-TX-78748/64622740_zpid/
5824,11602 Show Barn Cv,78750,3,3,547400,14,6,2021,https://www.zillow.com/homedetails/11602-Show-Barn-Cv-Austin-TX-78750/29567367_zpid/
5825,11604 Jim Thorpe Ln,78748,3,3,625700,2,6,2021,https://www.zillow.com/homedetails/11604-Jim-Thorpe-Ln-Austin-TX-78748/64645940_zpid/
5826,11609 Hidden Quail Dr,78758,3,3,598700,4,11,2021,https://www.zillow.com/homedetails/11609-Hidden-Quail-Dr-Austin-TX-78758/58304806_zpid/
5827,11612 Loweswater Ln,78754,4,3,475000,15,2,2022,https://www.zillow.com/homedetails/11612-Loweswater-Ln-Austin-TX-78754/29424369_zpid/
5828,11614 Buster Crabbe Dr,78748,3,3,592600,26,7,2021,https://www.zillow.com/homedetails/11614-Buster-Crabbe-Dr-Austin-TX-78748/120898881_zpid/
5829,11616 Sweetwater Trl,78750,3,3,673300,15,4,2021,https://www.zillow.com/homedetails/11616-Sweetwater-Trl-Austin-TX-78750/29567507_zpid/
5830,11625 Cherisse Dr,78739,4,3,776000,17,9,2021,https://www.zillow.com/homedetails/11625-Cherisse-Dr-Austin-TX-78739/80099125_zpid/
5831,1164 Alamo St,78702,3,3,1866900,2,7,2021,https://www.zillow.com/homedetails/1164-Alamo-St-Austin-TX-78702/251030380_zpid/
5832,11700 Arroyo Blanco Dr,78748,4,3,1115500,29,9,2021,https://www.zillow.com/homedetails/11700-Arroyo-Blanco-Dr-Austin-TX-78748/29514611_zpid/
5833,11700 Sweetwater Trl,78750,4,3,621600,10,8,2021,https://www.zillow.com/homedetails/11700-Sweetwater-Trl-Austin-TX-78750/29567506_zpid/
5834,11704 Lily Branch Ln,78748,3,3,465000,16,8,2021,https://www.zillow.com/homedetails/11704-Lily-Branch-Ln-Austin-TX-78748/2069977935_zpid/
5835,11704 Quartz Cir,78750,4,3,662200,15,1,2021,https://www.zillow.com/homedetails/11704-Quartz-Cir-Austin-TX-78750/29566675_zpid/
5836,11706 Bruce Jenner Ln,78748,3,3,591700,8,9,2021,https://www.zillow.com/homedetails/11706-Bruce-Jenner-Ln-Austin-TX-78748/70335623_zpid/
5837,11708 Quintana Cv,78739,4,3,1045100,28,2,2022,https://www.zillow.com/homedetails/11708-Quintana-Cv-Austin-TX-78739/119616889_zpid/
5838,1170 Angelina St #A & B,78702,4,3,,17,12,2021,https://www.zillow.com/homedetails/1170-Angelina-St-A-B-Austin-TX-78702/2067962803_zpid/
5839,11712 Tanglebriar Trl,78750,5,3,731200,25,4,2022,https://www.zillow.com/homedetails/11712-Tanglebriar-Trl-Austin-TX-78750/29567382_zpid/
5840,1177 Hargrave St,78702,3,3,1155400,26,3,2021,https://www.zillow.com/homedetails/1177-Hargrave-St-Austin-TX-78702/125902318_zpid/
5841,11800 Mira Vista Way #VH-74,78726,3,3,890000,3,5,2021,https://www.zillow.com/homedetails/11800-Mira-Vista-Way-VH-74-Austin-TX-78726/119623469_zpid/
5842,11800 Tobler Trl,78753,3,3,497100,9,3,2021,https://www.zillow.com/homedetails/11800-Tobler-Trl-Austin-TX-78753/29433217_zpid/
5843,11805 Hyacinth Dr,78758,4,3,482100,22,10,2021,https://www.zillow.com/homedetails/11805-Hyacinth-Dr-Austin-TX-78758/58304849_zpid/
5844,11808 Arnold Ln,78748,3,3,744700,29,4,2021,https://www.zillow.com/homedetails/11808-Arnold-Ln-Austin-TX-78748/64544398_zpid/
5845,11810 Arabian Trl,78759,4,3,934200,19,11,2021,https://www.zillow.com/homedetails/11810-Arabian-Trl-Austin-TX-78759/29369223_zpid/
