,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
5519,3303 Minnie St #B,78745,3,3,,26,7,2021,https://www.zillow.com/homedetails/3303-Minnie-St-B-Austin-TX-78745/110537188_zpid/
5520,3421 Oxsheer Dr,78732,5,3,926100,17,12,2021,https://www.zillow.com/homedetails/3421-Oxsheer-Dr-Austin-TX-78732/29359761_zpid/
5521,3436 Grimes Ranch Rd,78732,4,3,898000,21,7,2021,https://www.zillow.com/homedetails/3436-Grimes-Ranch-Rd-Austin-TX-78732/29359882_zpid/
5522,3708 Autumn Bay Dr,78744,4,3,467400,17,11,2021,https://www.zillow.com/homedetails/3708-Autumn-Bay-Dr-Austin-TX-78744/79982276_zpid/
5523,3801 Dover Ferry Xing,78728,3,3,574300,28,2,2022,https://www.zillow.com/homedetails/3801-Dover-Ferry-Xing-Austin-TX-78728/125803800_zpid/
5524,3902 Wharton Ct,78732,3,3,841600,23,6,2021,https://www.zillow.com/homedetails/3902-Wharton-Ct-Austin-TX-78732/29361697_zpid/
5525,3909 Vaughan St,78723,2,3,828400,26,1,2022,https://www.zillow.com/homedetails/3909-Vaughan-St-Austin-TX-78723/124875819_zpid/
5526,3913 Valley View Rd #B,78704,3,3,943100,8,12,2021,https://www.zillow.com/homedetails/3913-Valley-View-Rd-B-Austin-TX-78704/145656559_zpid/
5527,4008 Valley View Rd APT D,78704,3,3,1008800,24,1,2022,https://www.zillow.com/homedetails/4008-Valley-View-Rd-APT-D-Austin-TX-78704/145656057_zpid/
5528,407 El Paso St,78704,4,3,1641300,21,9,2021,https://www.zillow.com/homedetails/407-El-Paso-St-Austin-TX-78704/29476452_zpid/
5529,4106 Ridgeline Trl,78731,3,3,573500,29,12,2021,https://www.zillow.com/homedetails/4106-Ridgeline-Trl-Austin-TX-78731/29356447_zpid/
5530,415 Catalina Ln,78737,4,3,474500,19,11,2020,https://www.zillow.com/homedetails/415-Catalina-Ln-Austin-TX-78737/125296628_zpid/
5531,4511 Credo Ln,78725,3,3,405500,11,6,2021,https://www.zillow.com/homedetails/4511-Credo-Ln-Austin-TX-78725/89546553_zpid/
5532,4520 Kind Way #255,78725,3,3,348900,21,10,2021,https://www.zillow.com/homedetails/4520-Kind-Way-255-Austin-TX-78725/125888463_zpid/
5533,4526 Merle Dr,78745,3,3,769100,10,5,2021,https://www.zillow.com/homedetails/4526-Merle-Dr-Austin-TX-78745/83824472_zpid/
5534,4527 Graceful Ln,78725,3,3,384400,28,1,2022,https://www.zillow.com/homedetails/4527-Graceful-Ln-Austin-TX-78725/241930684_zpid/
5535,4530 Truth Way,78725,3,3,369900,26,8,2021,https://www.zillow.com/homedetails/4530-Truth-Way-Austin-TX-78725/241658840_zpid/
5536,4602 Everest Ln,78727,3,3,669000,15,1,2021,https://www.zillow.com/homedetails/4602-Everest-Ln-Austin-TX-78727/58306997_zpid/
5537,4611 Mellow Hollow Dr,78744,3,3,459900,30,8,2021,https://www.zillow.com/homedetails/4611-Mellow-Hollow-Dr-Austin-TX-78744/70341433_zpid/
5538,4623 Credo Ln,78725,3,3,336900,14,11,2021,https://www.zillow.com/homedetails/4623-Credo-Ln-Austin-TX-78725/89549279_zpid/
5539,4703 Avenue F,78751,5,3,,7,1,2021,https://www.zillow.com/homedetails/4703-Avenue-F-Austin-TX-78751/29403395_zpid/
5540,48 Chicon St,78702,4,3,1248900,20,1,2021,https://www.zillow.com/homedetails/48-Chicon-St-Austin-TX-78702/29382272_zpid/
5541,4904 Calhoun Canyon Loop,78735,4,3,1205300,19,2,2021,https://www.zillow.com/homedetails/4904-Calhoun-Canyon-Loop-Austin-TX-78735/29475564_zpid/
5542,5101 Inks Clearing Ln,78738,4,3,831600,22,10,2021,https://www.zillow.com/homedetails/5101-Inks-Clearing-Ln-Austin-TX-78738/251029939_zpid/
5543,512 Sunny Ln #B,78704,3,3,1095000,26,7,2021,https://www.zillow.com/homedetails/512-Sunny-Ln-B-Austin-TX-78704/70353363_zpid/
5544,51 White Magnolia Cir,78734,4,3,579900,1,10,2021,https://www.zillow.com/homedetails/51-White-Magnolia-Cir-Austin-TX-78734/63834748_zpid/
5545,5308 Fox Wing Way,78747,3,3,614000,7,4,2022,https://www.zillow.com/homedetails/5308-Fox-Wing-Way-Austin-TX-78747/305434211_zpid/
5546,5416 English Ave,78724,4,3,460700,8,11,2021,https://www.zillow.com/homedetails/5416-English-Ave-Austin-TX-78724/63835410_zpid/
5547,5500 Arbor Ash Ct,78744,4,3,,28,3,2022,https://www.zillow.com/homedetails/5500-Arbor-Ash-Ct-Austin-TX-78744/124842974_zpid/
5548,5604 Bonneville Bnd,78744,4,3,508500,22,1,2021,https://www.zillow.com/homedetails/5604-Bonneville-Bnd-Austin-TX-78744/241932960_zpid/
5549,5620 Toscana Ave,78724,3,3,474900,4,10,2021,https://www.zillow.com/homedetails/5620-Toscana-Ave-Austin-TX-78724/64737390_zpid/
5550,5636 Colinton Ave,78754,3,3,390000,3,12,2021,https://www.zillow.com/homedetails/5636-Colinton-Ave-Austin-TX-78754/80101494_zpid/
5551,5801 Westslope Dr,78731,4,3,1064000,17,9,2021,https://www.zillow.com/homedetails/5801-Westslope-Dr-Austin-TX-78731/29346264_zpid/
5552,5808 Baythorne Dr,78747,3,3,531100,16,3,2022,https://www.zillow.com/homedetails/5808-Baythorne-Dr-Austin-TX-78747/241930985_zpid/
5553,5920 Corrine Ln,78747,4,3,532100,13,1,2022,https://www.zillow.com/homedetails/5920-Corrine-Ln-Austin-TX-78747/250997580_zpid/
5554,594 Ledge Stone Dr,78737,4,3,600000,25,10,2019,https://www.zillow.com/homedetails/594-Ledge-Stone-Dr-Austin-TX-78737/2130006821_zpid/
5555,6020 Springdale Rd #17,78723,3,3,600000,10,6,2021,https://www.zillow.com/homedetails/6020-Springdale-Rd-17-Austin-TX-78723/2077438373_zpid/
5556,6021 Mary Lewis Dr,78747,4,3,498900,9,12,2021,https://www.zillow.com/homedetails/6021-Mary-Lewis-Dr-Austin-TX-78747/125807124_zpid/
5557,6409 Boyce Ln,78754,4,3,549900,13,7,2021,https://www.zillow.com/homedetails/6409-Boyce-Ln-Austin-TX-78754/64625960_zpid/
5558,6833 Banff Cv,78754,5,3,609100,8,9,2021,https://www.zillow.com/homedetails/6833-Banff-Cv-Austin-TX-78754/2090294603_zpid/
5559,6905 Mesa Dr,78731,4,3,2533600,3,2,2021,https://www.zillow.com/homedetails/6905-Mesa-Dr-Austin-TX-78731/29351700_zpid/
5560,7016 Branrust Dr,78744,4,3,557500,30,11,2021,https://www.zillow.com/homedetails/7016-Branrust-Dr-Austin-TX-78744/145657111_zpid/
5561,7021 Riverton Dr,78729,4,3,617300,18,6,2021,https://www.zillow.com/homedetails/7021-Riverton-Dr-Austin-TX-78729/29574859_zpid/
5562,7108 Poulain Dr,78738,4,3,875800,9,9,2021,https://www.zillow.com/homedetails/7108-Poulain-Dr-Austin-TX-78738/331626215_zpid/
5563,711 Orland Blvd #1,78745,3,3,,1,3,2022,https://www.zillow.com/homedetails/711-Orland-Blvd-1-Austin-TX-78745/2066538314_zpid/
5564,7129 Outfitter Dr,78744,4,3,563500,26,2,2021,https://www.zillow.com/homedetails/7129-Outfitter-Dr-Austin-TX-78744/111371191_zpid/
5565,714 E 45th St,78751,4,3,892500,13,1,2021,https://www.zillow.com/homedetails/714-E-45th-St-Austin-TX-78751/64498583_zpid/
5566,7221 Crestone Rd,78744,3,3,501300,24,9,2021,https://www.zillow.com/homedetails/7221-Crestone-Rd-Austin-TX-78744/120901595_zpid/
5567,730 Harris Dr,78737,4,3,855300,9,7,2021,https://www.zillow.com/homedetails/730-Harris-Dr-Austin-TX-78737/111963364_zpid/
5568,7312 Coit Rd,78744,4,3,651700,19,11,2021,https://www.zillow.com/homedetails/7312-Coit-Rd-Austin-TX-78744/249891232_zpid/
5569,7409 Groundhog Way,78744,4,3,568300,3,3,2022,https://www.zillow.com/homedetails/7409-Groundhog-Way-Austin-TX-78744/241933105_zpid/
5570,7518 Stonecliff Dr,78731,4,3,2446200,22,2,2021,https://www.zillow.com/homedetails/7518-Stonecliff-Dr-Austin-TX-78731/29352896_zpid/
5571,7708 San Felipe Blvd APT 9,78729,2,3,,11,1,2021,https://www.zillow.com/homedetails/7708-San-Felipe-Blvd-APT-9-Austin-TX-78729/2072272419_zpid/
5572,7708 San Felipe Blvd UNIT 24,78729,2,3,442900,25,10,2021,https://www.zillow.com/homedetails/7708-San-Felipe-Blvd-UNIT-24-Austin-TX-78729/64555220_zpid/
5573,7711 Elkhorn Mountain Trl,78729,4,3,789500,27,4,2021,https://www.zillow.com/homedetails/7711-Elkhorn-Mountain-Trl-Austin-TX-78729/29592247_zpid/
5574,7712 Marble Crest Dr,78747,4,3,424900,3,8,2021,https://www.zillow.com/homedetails/7712-Marble-Crest-Dr-Austin-TX-78747/60138505_zpid/
5575,7800 Lonesome Dove Cv,78729,4,3,764100,3,5,2021,https://www.zillow.com/homedetails/7800-Lonesome-Dove-Cv-Austin-TX-78729/29589473_zpid/
5576,7901 Southwest Pkwy UNIT 1,78735,3,3,799999,24,2,2021,https://www.zillow.com/homedetails/7901-Southwest-Pkwy-UNIT-1-Austin-TX-78735/79981279_zpid/
5577,7906 Flintstone Cv,78736,4,3,717900,19,10,2021,https://www.zillow.com/homedetails/7906-Flintstone-Cv-Austin-TX-78736/29479440_zpid/
5578,7919 Eudora Ln,78744,4,3,548200,2,6,2021,https://www.zillow.com/homedetails/7919-Eudora-Ln-Austin-TX-78744/64829365_zpid/
5579,8109 Little Spring Ln,78737,4,3,930400,8,12,2021,https://www.zillow.com/homedetails/8109-Little-Spring-Ln-Austin-TX-78737/28594312_zpid/
5580,824 San Remo Blvd #30E,78734,4,3,650300,17,12,2021,https://www.zillow.com/homedetails/824-San-Remo-Blvd-30E-Austin-TX-78734/119628657_zpid/
5581,829 Catalina Ln,78737,5,3,968500,17,5,2021,https://www.zillow.com/homedetails/829-Catalina-Ln-Austin-TX-78737/202137357_zpid/
5582,8301 Ganttcrest Dr,78749,4,3,877100,8,12,2021,https://www.zillow.com/homedetails/8301-Ganttcrest-Dr-Austin-TX-78749/29491359_zpid/
5583,8308 Cornerwood Dr,78717,5,3,759500,15,3,2022,https://www.zillow.com/homedetails/8308-Cornerwood-Dr-Austin-TX-78717/29548191_zpid/
5584,8409 Caledonia Dr,78717,5,3,440000,15,9,2020,https://www.zillow.com/homedetails/8409-Caledonia-Dr-Austin-TX-78717/29587050_zpid/
5585,8530 Barasinga Trl,78749,4,3,824900,22,3,2021,https://www.zillow.com/homedetails/8530-Barasinga-Trl-Austin-TX-78749/29496228_zpid/
5586,8601 Roxton Cv,78736,4,3,,30,11,2021,https://www.zillow.com/homedetails/8601-Roxton-Cv-Austin-TX-78736/145657132_zpid/
5587,8627 Ephraim Rd,78717,4,3,330000,22,10,2020,https://www.zillow.com/homedetails/8627-Ephraim-Rd-Austin-TX-78717/29548056_zpid/
5588,8821 Sikes Way,78747,4,3,609900,31,8,2021,https://www.zillow.com/homedetails/8821-Sikes-Way-Austin-TX-78747/2084736478_zpid/
5589,8905 Bridgewood Trl,78729,4,3,584800,4,6,2021,https://www.zillow.com/homedetails/8905-Bridgewood-Trl-Austin-TX-78729/29565096_zpid/
5590,8909 Mountain Shadows Cv #8909B,78735,3,3,449000,6,8,2021,https://www.zillow.com/homedetails/8909-Mountain-Shadows-Cv-8909B-Austin-TX-78735/64557141_zpid/
5591,9004 Winter Haven Rd,78747,3,3,486400,10,2,2022,https://www.zillow.com/homedetails/9004-Winter-Haven-Rd-Austin-TX-78747/111371794_zpid/
5592,901 W 9th St APT 1003,78703,3,3,,21,12,2021,https://www.zillow.com/homedetails/901-W-9th-St-APT-1003-Austin-TX-78703/83819882_zpid/
5593,9103 Clearock Dr,78750,4,3,975000,21,6,2021,https://www.zillow.com/homedetails/9103-Clearock-Dr-Austin-TX-78750/29550101_zpid/
5594,9201 Brodie Ln UNIT 202,78748,2,3,,14,2,2022,https://www.zillow.com/homedetails/9201-Brodie-Ln-UNIT-202-Austin-TX-78748/121655175_zpid/
5595,9325 Alex Ln,78748,3,3,516300,23,11,2021,https://www.zillow.com/homedetails/9325-Alex-Ln-Austin-TX-78748/2088369473_zpid/
5596,1101 Salem Park Ct,78745,3,3,584900,21,9,2021,https://www.zillow.com/homedetails/1101-Salem-Park-Ct-Austin-TX-78745/83826575_zpid/
5597,1162 Coleto St UNIT 2,78702,2,3,802600,29,4,2022,https://www.zillow.com/homedetails/1162-Coleto-St-UNIT-2-Austin-TX-78702/331625225_zpid/
5598,196 Drury Ln,78737,4,3,732900,29,4,2022,https://www.zillow.com/homedetails/196-Drury-Ln-Austin-TX-78737/114157304_zpid/
5599,2807 Del Curto Rd UNIT B,78704,3,3,1350500,8,1,2021,https://www.zillow.com/homedetails/2807-Del-Curto-Rd-UNIT-B-Austin-TX-78704/145657542_zpid/
5600,5932 Gunnison Turn Rd,78738,4,3,793400,7,3,2022,https://www.zillow.com/homedetails/5932-Gunnison-Turn-Rd-Austin-TX-78738/124839206_zpid/
5601,10000 Austral Cv,78739,4,3,1008000,23,7,2021,https://www.zillow.com/homedetails/10000-Austral-Cv-Austin-TX-78739/29501808_zpid/
5602,10001 Liriope Cv,78750,4,3,1243700,1,4,2021,https://www.zillow.com/homedetails/10001-Liriope-Cv-Austin-TX-78750/29377326_zpid/
5603,10005 Crater Lake Pass,78747,3,3,703500,15,7,2021,https://www.zillow.com/homedetails/10005-Crater-Lake-Pass-Austin-TX-78747/63386514_zpid/
5604,1000 Liberty Park Dr APT 405,78746,2,3,837100,7,12,2021,https://www.zillow.com/homedetails/1000-Liberty-Park-Dr-APT-405-Austin-TX-78746/29325805_zpid/
5605,1001 Cold Bear Cv,78748,3,3,,30,8,2021,https://www.zillow.com/homedetails/1001-Cold-Bear-Cv-Austin-TX-78748/2069354495_zpid/
5606,10021 Mount Rainier Dr,78747,3,3,568100,26,4,2022,https://www.zillow.com/homedetails/10021-Mount-Rainier-Dr-Austin-TX-78747/63839020_zpid/
5607,10024 Aly May Dr,78748,3,3,685300,16,7,2021,https://www.zillow.com/homedetails/10024-Aly-May-Dr-Austin-TX-78748/119629921_zpid/
5608,1002 Chillip Cv,78753,3,3,657800,2,6,2021,https://www.zillow.com/homedetails/1002-Chillip-Cv-Austin-TX-78753/29436734_zpid/
5609,1002 Taffy Ct,78704,3,3,1366200,1,11,2021,https://www.zillow.com/homedetails/1002-Taffy-Ct-Austin-TX-78704/29476669_zpid/
5610,1003 Berrywood Dr,78753,3,3,738400,2,5,2022,https://www.zillow.com/homedetails/1003-Berrywood-Dr-Austin-TX-78753/58303451_zpid/
5611,1003 E 14th St,78702,3,3,1926700,7,10,2020,https://www.zillow.com/homedetails/1003-E-14th-St-Austin-TX-78702/96634727_zpid/
5612,10044 Scull Creek Dr,78730,3,3,1173200,10,5,2021,https://www.zillow.com/homedetails/10044-Scull-Creek-Dr-Austin-TX-78730/29359134_zpid/
5613,1004 Brentwood St,78757,3,3,,22,11,2021,https://www.zillow.com/homedetails/1004-Brentwood-St-Austin-TX-78757/29415062_zpid/
5614,1004 Lund St,78704,4,3,1735400,25,2,2021,https://www.zillow.com/homedetails/1004-Lund-St-Austin-TX-78704/29325050_zpid/
5615,10053 Aly May Dr,78748,3,3,566100,12,10,2021,https://www.zillow.com/homedetails/10053-Aly-May-Dr-Austin-TX-78748/119628252_zpid/
5616,1005 Cardinal Ln #A,78704,3,3,,4,11,2021,https://www.zillow.com/homedetails/1005-Cardinal-Ln-A-Austin-TX-78704/2095266298_zpid/
5617,1006 Emerald Wood Dr,78745,3,3,,8,12,2021,https://www.zillow.com/homedetails/1006-Emerald-Wood-Dr-Austin-TX-78745/29482637_zpid/
5618,1006 Gaston Ave,78703,3,3,2930200,4,12,2020,https://www.zillow.com/homedetails/1006-Gaston-Ave-Austin-TX-78703/29397146_zpid/
5619,1009 Markham Ln APT A,78753,3,3,356900,30,7,2021,https://www.zillow.com/homedetails/1009-Markham-Ln-APT-A-Austin-TX-78753/29436809_zpid/
5620,10100 Osprey Ct,78750,3,3,476400,3,9,2021,https://www.zillow.com/homedetails/10100-Osprey-Ct-Austin-TX-78750/29568826_zpid/
5621,10103 Alcott Cv,78748,4,3,801700,6,5,2021,https://www.zillow.com/homedetails/10103-Alcott-Cv-Austin-TX-78748/29510133_zpid/
5622,10105 Vista Del Sol,78733,4,3,1666000,16,4,2021,https://www.zillow.com/homedetails/10105-Vista-Del-Sol-Austin-TX-78733/29346775_zpid/
5623,10106 Sausalito Dr,78759,3,3,970100,12,11,2021,https://www.zillow.com/homedetails/10106-Sausalito-Dr-Austin-TX-78759/29365163_zpid/
5624,1010 W 10th St UNIT 104,78703,3,3,1807800,30,6,2021,https://www.zillow.com/homedetails/1010-W-10th-St-UNIT-104-Austin-TX-78703/241933757_zpid/
5625,10116 Palmbrook Dr,78717,3,3,1030200,22,3,2021,https://www.zillow.com/homedetails/10116-Palmbrook-Dr-Austin-TX-78717/80124482_zpid/
5626,10116 Wading Pool Path,78748,3,3,522900,1,2,2022,https://www.zillow.com/homedetails/10116-Wading-Pool-Path-Austin-TX-78748/89548909_zpid/
5627,1013 Banyon St,78757,3,3,918500,30,11,2021,https://www.zillow.com/homedetails/1013-Banyon-St-Austin-TX-78757/119614871_zpid/
5628,1015 Markham Ln APT A,78753,2,3,380700,6,7,2021,https://www.zillow.com/homedetails/1015-Markham-Ln-APT-A-Austin-TX-78753/29436815_zpid/
5629,1016 Peggotty Pl,78753,3,3,463100,27,8,2021,https://www.zillow.com/homedetails/1016-Peggotty-Pl-Austin-TX-78753/29435549_zpid/
5630,1017 Bonham Ter,78704,4,3,1609000,18,3,2021,https://www.zillow.com/homedetails/1017-Bonham-Ter-Austin-TX-78704/29459458_zpid/
5631,1019 Lott Ave,78721,4,3,860400,7,5,2021,https://www.zillow.com/homedetails/1019-Lott-Ave-Austin-TX-78721/29387102_zpid/
5632,10200 Garbacz Dr,78748,3,3,593800,18,8,2021,https://www.zillow.com/homedetails/10200-Garbacz-Dr-Austin-TX-78748/89547359_zpid/
5633,10203 Cienega Cv,78717,2,3,567500,12,5,2021,https://www.zillow.com/homedetails/10203-Cienega-Cv-Austin-TX-78717/250924236_zpid/
5634,10204 Carlotta Cv,78733,3,3,1425100,21,4,2022,https://www.zillow.com/homedetails/10204-Carlotta-Cv-Austin-TX-78733/29346907_zpid/
5635,10207 Maydelle Dr #268,78748,3,3,,8,10,2021,https://www.zillow.com/homedetails/10207-Maydelle-Dr-268-Austin-TX-78748/2068718997_zpid/
5636,10208 Erwin Trl,78717,3,3,671800,20,10,2020,https://www.zillow.com/homedetails/10208-Erwin-Trl-Austin-TX-78717/250928242_zpid/
5637,10209 Salida Dr,78749,4,3,760700,1,4,2022,https://www.zillow.com/homedetails/10209-Salida-Dr-Austin-TX-78749/29507477_zpid/
5638,10216 Anahuac Trl,78747,4,3,813800,10,5,2021,https://www.zillow.com/homedetails/10216-Anahuac-Trl-Austin-TX-78747/70357474_zpid/
5639,10216 Andora Dr,78717,4,3,858300,2,12,2021,https://www.zillow.com/homedetails/10216-Andora-Dr-Austin-TX-78717/29603410_zpid/
5640,10217 Cassandra Dr,78717,4,3,700800,16,10,2020,https://www.zillow.com/homedetails/10217-Cassandra-Dr-Austin-TX-78717/29603356_zpid/
5641,10220 Gertrudis Loop,78747,4,3,544800,16,6,2021,https://www.zillow.com/homedetails/10220-Gertrudis-Loop-Austin-TX-78747/251031165_zpid/
5642,10221 Forest Grove Dr,78747,3,3,557400,6,8,2021,https://www.zillow.com/homedetails/10221-Forest-Grove-Dr-Austin-TX-78747/305434421_zpid/
5643,10237 Pinehurst Dr,78747,4,3,760500,30,6,2021,https://www.zillow.com/homedetails/10237-Pinehurst-Dr-Austin-TX-78747/29515106_zpid/
5644,1027 Verbena Dr,78750,2,3,430500,8,9,2021,https://www.zillow.com/homedetails/1027-Verbena-Dr-Austin-TX-78750/29566356_zpid/
5645,10305 Salida Dr,78749,4,3,830400,28,1,2022,https://www.zillow.com/homedetails/10305-Salida-Dr-Austin-TX-78749/29507475_zpid/
5646,10306 Criswell,78754,3,3,546400,12,12,2021,https://www.zillow.com/homedetails/10306-Criswell-Austin-TX-78754/2078980097_zpid/
5647,10307 Laredo Dr #144,78748,3,3,506900,29,6,2021,https://www.zillow.com/homedetails/10307-Laredo-Dr-144-Austin-TX-78748/83124098_zpid/
5648,10307 Sentinel Dr,78747,3,3,,9,8,2021,https://www.zillow.com/homedetails/10307-Sentinel-Dr-Austin-TX-78747/2080431042_zpid/
5649,10308 Bilbrook Place,78748,3,3,,21,10,2021,https://www.zillow.com/homedetails/10308-Bilbrook-Place-Austin-TX-78748/2098377795_zpid/
5650,10308 Bilbrook Pl,78748,3,3,528100,21,10,2021,https://www.zillow.com/homedetails/10308-Bilbrook-Pl-Austin-TX-78748/29512857_zpid/
5651,10313 Sentinel Dr,78747,3,3,,27,4,2021,https://www.zillow.com/homedetails/10313-Sentinel-Dr-Austin-TX-78747/2080525178_zpid/
5652,10314 Laredo Dr #166,78748,3,3,450900,18,4,2022,https://www.zillow.com/homedetails/10314-Laredo-Dr-166-Austin-TX-78748/83126468_zpid/
5653,10316 Peekston Dr,78726,4,3,865900,28,10,2021,https://www.zillow.com/homedetails/10316-Peekston-Dr-Austin-TX-78726/64505844_zpid/
5654,1036 Liberty Park Dr APT 27,78746,3,3,1520800,24,9,2021,https://www.zillow.com/homedetails/1036-Liberty-Park-Dr-APT-27-Austin-TX-78746/64448410_zpid/
5655,103 Crampton Cv,78737,3,3,933900,9,7,2021,https://www.zillow.com/homedetails/103-Crampton-Cv-Austin-TX-78737/114157292_zpid/
5656,10408 Double Spur Loop,78759,3,3,899400,17,9,2021,https://www.zillow.com/homedetails/10408-Double-Spur-Loop-Austin-TX-78759/29368102_zpid/
5657,10409 Sentinel Dr,78747,4,3,381300,14,5,2021,https://www.zillow.com/homedetails/10409-Sentinel-Dr-Austin-TX-78747/305434460_zpid/
5658,10428 Beard Ave,78748,3,3,826600,3,6,2021,https://www.zillow.com/homedetails/10428-Beard-Ave-Austin-TX-78748/64441608_zpid/
5659,10428 Jennys Jump Dr,78733,4,3,1473800,8,11,2021,https://www.zillow.com/homedetails/10428-Jennys-Jump-Dr-Austin-TX-78733/29345293_zpid/
5660,10500 Weller Dr,78750,4,3,1019900,26,8,2021,https://www.zillow.com/homedetails/10500-Weller-Dr-Austin-TX-78750/29376270_zpid/
5661,10502 Bilbrook Pl,78748,3,3,444500,2,12,2021,https://www.zillow.com/homedetails/10502-Bilbrook-Pl-Austin-TX-78748/29512874_zpid/
5662,10502 Grand Oak Dr,78750,4,3,1425800,7,7,2021,https://www.zillow.com/homedetails/10502-Grand-Oak-Dr-Austin-TX-78750/29372705_zpid/
5663,10502 Redmond Rd,78739,4,3,904686,6,5,2022,https://www.zillow.com/homedetails/10502-Redmond-Rd-Austin-TX-78739/29501938_zpid/
5664,10504 Golden Meadow Dr,78758,3,3,641300,3,9,2021,https://www.zillow.com/homedetails/10504-Golden-Meadow-Dr-Austin-TX-78758/29433655_zpid/
5665,10504 Luke Ct,78750,3,3,561700,11,5,2021,https://www.zillow.com/homedetails/10504-Luke-Ct-Austin-TX-78750/88025122_zpid/
5666,10505 Beard Ave,78748,3,3,713000,18,3,2021,https://www.zillow.com/homedetails/10505-Beard-Ave-Austin-TX-78748/64523684_zpid/
5667,10505 Spicewood Pkwy,78750,5,3,1210500,30,6,2021,https://www.zillow.com/homedetails/10505-Spicewood-Pkwy-Austin-TX-78750/29372799_zpid/
5668,10506 Loring Dr,78750,3,3,1127900,11,6,2021,https://www.zillow.com/homedetails/10506-Loring-Dr-Austin-TX-78750/29377397_zpid/
5669,10507 Marfa Dr,78748,3,3,645800,6,4,2021,https://www.zillow.com/homedetails/10507-Marfa-Dr-Austin-TX-78748/94643267_zpid/
5670,10509 Dunham Forest Rd,78717,4,3,647700,24,9,2020,https://www.zillow.com/homedetails/10509-Dunham-Forest-Rd-Austin-TX-78717/60335720_zpid/
5671,10509 Loring Dr,78750,3,3,1264600,2,3,2021,https://www.zillow.com/homedetails/10509-Loring-Dr-Austin-TX-78750/29377423_zpid/
5672,10511 Loring Dr,78750,4,3,1155500,25,4,2022,https://www.zillow.com/homedetails/10511-Loring-Dr-Austin-TX-78750/29377422_zpid/
5673,10513 Lavon Bnd,78717,4,3,1414400,25,4,2022,https://www.zillow.com/homedetails/10513-Lavon-Bnd-Austin-TX-78717/250824957_zpid/
5674,10516 Fosseway Dr,78717,4,3,702900,22,6,2021,https://www.zillow.com/homedetails/10516-Fosseway-Dr-Austin-TX-78717/60335728_zpid/
5675,10521 Fosseway Dr,78717,4,3,622800,12,11,2021,https://www.zillow.com/homedetails/10521-Fosseway-Dr-Austin-TX-78717/60335717_zpid/
5676,10521 Huxley St,78748,4,3,661400,3,11,2021,https://www.zillow.com/homedetails/10521-Huxley-St-Austin-TX-78748/70332694_zpid/
5677,10598 Davy Crockett Dr,78737,3,3,2065200,22,12,2021,https://www.zillow.com/homedetails/10598-Davy-Crockett-Dr-Austin-TX-78737/119627257_zpid/
5678,105 Cascading Water Pl,78734,4,3,993900,10,3,2021,https://www.zillow.com/homedetails/105-Cascading-Water-Pl-Austin-TX-78734/2076527462_zpid/
5679,10602 Turnbull Loop,78717,3,3,633500,28,9,2020,https://www.zillow.com/homedetails/10602-Turnbull-Loop-Austin-TX-78717/243338197_zpid/
5680,10604 Wills Loop,78717,3,3,665900,16,4,2021,https://www.zillow.com/homedetails/10604-Wills-Loop-Austin-TX-78717/243340691_zpid/
5681,10605 Lindshire Ln,78748,4,3,885300,1,7,2021,https://www.zillow.com/homedetails/10605-Lindshire-Ln-Austin-TX-78748/60138871_zpid/
5682,10605 McFarlie Cv,78750,4,3,1193500,26,3,2021,https://www.zillow.com/homedetails/10605-McFarlie-Cv-Austin-TX-78750/29370502_zpid/
5683,10614 Wills Loop,78717,3,3,565000,10,9,2021,https://www.zillow.com/homedetails/10614-Wills-Loop-Austin-TX-78717/243341130_zpid/
5684,10615 Pinehurst Dr,78747,3,3,972500,26,10,2021,https://www.zillow.com/homedetails/10615-Pinehurst-Dr-Austin-TX-78747/29515795_zpid/
5685,10625 Wills Loop,78717,3,3,597200,24,8,2020,https://www.zillow.com/homedetails/10625-Wills-Loop-Austin-TX-78717/302799390_zpid/
5686,10631 Carovilli Dr,78748,3,3,534000,21,6,2021,https://www.zillow.com/homedetails/10631-Carovilli-Dr-Austin-TX-78748/29513991_zpid/
5687,10646 Wills Loop,78717,3,3,683400,17,5,2021,https://www.zillow.com/homedetails/10646-Wills-Loop-Austin-TX-78717/243339836_zpid/
5688,10651 Darden Hill Rd,78737,4,3,4428200,19,2,2021,https://www.zillow.com/homedetails/10651-Darden-Hill-Rd-Austin-TX-78737/28587139_zpid/
5689,106 Maxwell Way #33,78738,3,3,883000,11,8,2021,https://www.zillow.com/homedetails/106-Maxwell-Way-33-Austin-TX-78738/145652701_zpid/
5690,106 Palos Verdes Dr,78734,3,3,1040100,1,3,2022,https://www.zillow.com/homedetails/106-Palos-Verdes-Dr-Austin-TX-78734/29352206_zpid/
5691,10700 Callanish Park Dr,78750,4,3,984600,19,7,2021,https://www.zillow.com/homedetails/10700-Callanish-Park-Dr-Austin-TX-78750/29370277_zpid/
5692,10708 Keystone Bnd,78750,4,3,1041700,28,9,2021,https://www.zillow.com/homedetails/10708-Keystone-Bnd-Austin-TX-78750/29372434_zpid/
5693,1070 Gato Del Sol Ave,78737,4,3,1229900,16,11,2020,https://www.zillow.com/homedetails/1070-Gato-Del-Sol-Ave-Austin-TX-78737/2077983024_zpid/
